Name_1990,Name_2020,AGS_1990,AGS_1991,AGS_1992,AGS_1993,AGS_1994,AGS_1995,AGS_1996,AGS_1997,AGS_1998,AGS_1999,AGS_2000,AGS_2001,AGS_2002,AGS_2003,AGS_2004,AGS_2005,AGS_2006,AGS_2007,AGS_2008,AGS_2009,AGS_2010,AGS_2011,AGS_2012,AGS_2013,AGS_2014,AGS_2015,AGS_2016,AGS_2017,AGS_2018,AGS_2019,AGS_2020
Massenhausen,Straufhain,16023500,16023500,16023500,16023920,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049
Stressenhausen,Straufhain,16023770,16023770,16023770,16023920,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049
Streufdorf,Straufhain,16023780,16023780,16023780,16023920,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049
Linden,Straufhain,16023480,16023480,16023480,16023480,16069027,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049,16069049
Fehrenbach,Masserberg,16023200,16023200,16023200,16023200,16069013,16069013,16069013,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061
Heubach,Masserberg,16023380,16023380,16023380,16023380,16069023,16069023,16069023,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061
Masserberg,Masserberg,16023510,16023510,16023510,16023510,16069029,16069029,16069029,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061
Schnett,Masserberg,16023670,16023670,16023670,16023670,16069045,16069045,16069045,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061,16069061
Gossmannsrod,Veilsdorf,16023280,16023280,16023280,16023810,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053
Hetschbach,Veilsdorf,16023370,16023810,16023810,16023810,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053
Veilsdorf,Veilsdorf,16023810,16023810,16023810,16023810,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053
Hessberg,Veilsdorf,16023360,16023360,16023360,16023360,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053,16069053
Grimmelshausen,Grimmelshausen,16023290,16023290,16023290,16023290,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016,16069016
Henfstaedt,Henfstädt,16023340,16023340,16023340,16023340,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021,16069021
Kloster Vessra,Kloster Veßra,16023440,16023440,16023440,16023440,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025,16069025
Lengfeld,Lengfeld,16023470,16023470,16023470,16023470,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026,16069026
Reurieth,Reurieth,16023580,16023580,16023580,16023580,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037,16069037
St.Bernhard,St.Bernhard,16023630,16023630,16023630,16023630,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047,16069047
Schlechtsart,Schlechtsart,16023660,16023660,16023660,16023660,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041,16069041
Schweickershausen,Schweickershausen,16023700,16023700,16023700,16023700,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046,16069046
"Themar, Stadt","Themar, Stadt",16023790,16023790,16023790,16023790,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051
Wachenbrunn,"Themar, Stadt",16023830,16023830,16023830,16023830,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051,16069051
"Ummerstadt, Stadt","Ummerstadt, Stadt",16023800,16023800,16023800,16023800,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052,16069052
Waldau,"Schleusingen, Stadt",16023850,16023850,16023850,16023850,16069054,16069054,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069043,16069043,16069043
Hinternah,"Schleusingen, Stadt",16042190,16042190,16042190,16042370,16069033,16069033,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069043,16069043,16069043
Schleusingerneundorf,"Schleusingen, Stadt",16042310,16042310,16042310,16042370,16069033,16069033,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069059,16069043,16069043,16069043
Altendambach,"Schleusingen, Stadt",16042030,16042290,16042290,16042290,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069043,16069043,16069043
Breitenbach B. Schleusingen,"Schleusingen, Stadt",16042060,16042290,16042290,16042290,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069043,16069043,16069043
Erlau,"Schleusingen, Stadt",16042120,16042290,16042290,16042290,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069043,16069043,16069043
Hirschbach,"Schleusingen, Stadt",16042200,16042290,16042290,16042290,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069043,16069043,16069043
St.Kilian,"Schleusingen, Stadt",16042290,16042290,16042290,16042290,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069048,16069043,16069043,16069043
Gethles,"Schleusingen, Stadt",16042160,16042160,16042160,16042160,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043
Ratscher,"Schleusingen, Stadt",16042270,16042270,16042270,16042270,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043
"Schleusingen, Stadt","Schleusingen, Stadt",16042300,16042300,16042300,16042300,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043
Rappelsdorf,"Schleusingen, Stadt",16042260,16042260,16042260,16042260,16069036,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043,16069043
Westhausen,Westhausen,16023890,16023890,16023890,16023890,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056,16069056
Altenfeld,"Großbreitenbach, Stadt",16024020,16024020,16024020,16024020,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070002,16070058,16070058
Boehlen,"Großbreitenbach, Stadt",16024030,16024030,16024030,16024030,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070005,16070058,16070058
Friedersdorf,"Großbreitenbach, Stadt",16024070,16024070,16024070,16024070,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070016,16070058,16070058
Gillersdorf,"Großbreitenbach, Stadt",16024110,16024110,16024110,16024110,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070022,16070058,16070058
"Grossbreitenbach, Stadt","Großbreitenbach, Stadt",16024130,16024130,16024130,16024130,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070025,16070058,16070058
Herschdorf,"Großbreitenbach, Stadt",16024140,16024140,16024140,16024140,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070027,16070058,16070058
Neustadt A. Rennsteig,"Großbreitenbach, Stadt",16024210,16024210,16024210,16024210,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070038,16070058,16070058
Wildenspring,"Großbreitenbach, Stadt",16024290,16024290,16024290,16024290,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070052,16070058,16070058
Buecheloh,"Ilmenau, Stadt",16024040,16024040,16024040,16024040,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070029,16070029,16070029
Graefinau-Angstedt,"Ilmenau, Stadt",16024120,16024120,16024120,16024120,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070029,16070029,16070029
Wuembach,"Ilmenau, Stadt",16024310,16024310,16024310,16024310,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070055,16070029,16070029,16070029
"Gehren, Stadt","Ilmenau, Stadt",16024080,16024080,16024080,16024080,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070018,16070029,16070029,16070029
Moehrenbach,"Ilmenau, Stadt",16024200,16024200,16024200,16024200,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070035,16070018,16070018,16070018,16070018,16070018,16070029,16070029,16070029
Heyda,"Ilmenau, Stadt",16024150,16024150,16024150,16024150,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029
"Ilmenau, Stadt","Ilmenau, Stadt",16024160,16024160,16024160,16024160,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029
Oberpoerlitz,"Ilmenau, Stadt",16024220,16024220,16024220,16024160,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029
Manebach,"Ilmenau, Stadt",16024180,16024180,16024180,16024180,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029,16070029
"Langewiesen, Stadt","Ilmenau, Stadt",16024170,16024170,16024170,16024170,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070029,16070029,16070029
Oehrenstock,"Ilmenau, Stadt",16024230,16024230,16024230,16024230,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070032,16070029,16070029,16070029
Pennewitz,"Ilmenau, Stadt",16024240,16024240,16024240,16024240,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070042,16070029,16070029,16070029
Frauenwald,"Ilmenau, Stadt",16024060,16024060,16024060,16024060,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070015,16070029,16070029
Stuetzerbach,"Ilmenau, Stadt",16024260,16024260,16024260,16024260,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070049,16070029,16070029
Elgersburg,Elgersburg,16024050,16024050,16024050,16024050,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011,16070011
Altenberga,Altenberga,16025010,16025010,16025010,16025010,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002,16074002
Bibra,Bibra,16025030,16025030,16025030,16025030,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004,16074004
Bucha,Bucha,16025040,16025040,16025040,16025040,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008,16074008
"Camburg, Stadt","Dornburg-Camburg, Stadt",16025050,16025050,16025050,16025050,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011
Zoethen,"Dornburg-Camburg, Stadt",16025610,16025610,16025610,16025610,16074115,16074115,16074115,16074115,16074115,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011
"Dornburg/Saale, Stadt","Dornburg-Camburg, Stadt",16025090,16025090,16025090,16025090,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074013,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011
Dorndorf-Steudnitz,"Dornburg-Camburg, Stadt",16025100,16025100,16025100,16025100,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074014,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011,16074011
Droessnitz,"Blankenhain, Stadt",16025120,16025120,16025120,16025120,16071014,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Alt- U. Neudoernfeld,"Blankenhain, Stadt",16043010,16043010,16043010,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
"Blankenhain, Stadt","Blankenhain, Stadt",16043080,16043080,16043080,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Hochdorf,"Blankenhain, Stadt",16043270,16043270,16043270,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Kesslar,"Blankenhain, Stadt",16043330,16043330,16043330,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Krakendorf,"Blankenhain, Stadt",16043370,16043370,16043370,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Lengefeld,"Blankenhain, Stadt",16043430,16043430,16043430,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Lohma,"Blankenhain, Stadt",16043450,16043450,16043450,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Lossnitz,"Blankenhain, Stadt",16043460,16043460,16043460,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Niedersynderstedt,"Blankenhain, Stadt",16043580,16043580,16043580,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Rottdorf,"Blankenhain, Stadt",16043710,16043710,16043710,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Schwarza,"Blankenhain, Stadt",16043760,16043760,16043760,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Thangelstedt,"Blankenhain, Stadt",16043840,16043840,16043840,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Tromlitz,"Blankenhain, Stadt",16043890,16043890,16043890,16043080,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Saalborn,"Blankenhain, Stadt",16043720,16043720,16043720,16043720,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Neckeroda,"Blankenhain, Stadt",16033420,16033420,16033420,16033420,16073059,16073059,16073059,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008,16071008
Duerrengleina,Milda,16025130,16025130,16025410,16025410,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057
Grosskroebitz,Milda,16025210,16025210,16025410,16025410,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057
Milda,Milda,16025410,16025410,16025410,16025410,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057
Rodias,Milda,16025460,16025460,16025410,16025410,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057
Zimmritz,Milda,16025590,16025590,16025410,16025410,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057,16074057
Eichenberg,Eichenberg,16025140,16025140,16025140,16025140,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016,16074016
Frauenpriessnitz,Frauenprießnitz,16025150,16025150,16025150,16025150,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019,16074019
Freienorla,Freienorla,16025160,16025160,16025160,16025160,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021,16074021
Golmsdorf,Golmsdorf,16025180,16025180,16025180,16025180,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026,16074026
Grosseutersdorf,Großeutersdorf,16025200,16025200,16025200,16025200,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031,16074031
Grossloebichau,Großlöbichau,16025220,16025220,16025220,16025220,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032,16074032
Grosspuerschuetz,Großpürschütz,16025230,16025230,16025230,16025230,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033,16074033
Gumperda,Gumperda,16025240,16025240,16025240,16025240,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034,16074034
Hainichen,Hainichen,16025250,16025250,16025250,16025250,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036,16074036
